公司名称,职位名称,薪资,学历要求,职位描述,
北京助银信息咨询有限公司,金融经理,35-65K,大专,一、工作内容1、回访已在银行系统申请贷款的客户;（公司提供精准客户，不用打骚扰电话，看脸色）2、跟进联系客户，了解客户资质情况;（高精准高需求，好沟通客户）3、邀约客户到公司面谈，协助部门经理定制贷款方案;4、签约，对接银行放款完成。（均为贷款精准，高意向的客户，成单率超高）二、职位要求1 普通话流利，语言清晰，沟通力及思维逻辑强;2 对工作有高度的热情，具备较强的学习能力和沟通能力;3 性格坚韧，思维敏捷，具备良好的应变能力和承压能力;4 团队意识一-定要很强，工作态度积极;5.新员工可享受入职培训、专业培训、营销技能培训，促进员工持续提升;6公司为能力优秀者提供晋升空间最快三个月晋升，最快10个月小白晋升区长7 团队积极向上，活力十足，工作轻松，开心愉快8 团队年轻化，颜值高，形象佳，申贷人，完成贷端业务。,北京东城区东方银座写字楼7层7H
哈尔滨双坚科技有限公司,市场联创主管,35-60K,大专,1、是实际市场执行经验，能迅速了解产品属性和特质，在实际经营中优化产品推广结构2、有公司管理或者运营经验，可以独立搭建团队3、经营管理工作室运营中心，熟悉相关法律法规4、有效执行总公司传达的工作指令，并迅速制定工作方案5、遵纪守法，无不良政治记录6、学习能力强、责任心强、善于发现问题，具备一定的抗压能力7、公司会提宫系统培训帮助你尽快上手岗位8、有市场营销推广经验优先,宁波鄞州区宁波中心大厦B座19
怒帮（广州）科技有限公司,法务经理,50-80K,大专,公司简介：我们是一家专注直播行业的法务机构，专业处理主播违约纠纷（也是唯一一家受抖音邀请在抖音直播学院里制定并讲解系列所有法务课程）工作内容：主要负责与MCN公会长（老板）沟通建立合作事项，而且是以免费合作作为谈资，无任何前期费用，合作内容包含：（定制合同，日常咨询，日常规范，证据留存）目前谈判成功率在85%以上。无竞争对手！我司优势：公会合作后所产生的违约纠纷案件确保能在2～3个月内完成，并且包赢，案件输了我司赔偿诉讼成本，也可以垫支打赢再付款（全风险），判决违约金支持率较高。受益/盈利：法务代表盈利收益按客户后续所产生的所有案件里的判决违约金按一定比例分成。利润丰厚。谈一次合作，法务代表可终身受益。法务代表以地级市为单位一市一人永久经营，受区域保护，招募城市负责人。硬性要求：22～45岁，无需法律专业，我们有专业律师和服务团队，专业市场培训，不懂行不是问题。陈述优势，谈成合作即可。必备条件：因为客户都是老板与老板谈判，胆怯勿扰，敢于挑战，谈吐必须流畅，有魄力，思维敏捷，学习能力强。培训/提升：审合通过后，我们每周都有专业培训答疑，提供专业物料。成长期领导亲自带新人奔赴一线助你成长。,成都锦江区锦江区政协(东南门)1103
睿钦（上海）投资管理有限公司,理财经理,30-60K,大专,"一对一”房产担保理财，上海优质房产直接抵押到资方手上贷款客户经理：要求有房地产贷款从业经验、渠道资源。理财投资经理：要求具有高净值客户资源，有房产销售相关经验或者房地产贷款抵押相关经验，优秀者可不作要求。负责拓展销售渠道，开发新客户，寻找银行和个人抵押贷款客户，销售公司理财产品1，开拓贷款客户渠道，贷款单进件、操作签约，贷后管理。2，开发高净值客户群体，固定收益，年化收益10～15%，权益类投资，安全可靠，不设资金池，客户利益至上，产品颇受客户青睐。3，为客户的资金保驾护航，风控系统完善，开发维护客户关系，长期投资。 4，完成部门销售任务指标,在上级的指示下制定销售计划，确定销售计划的重点内容和工作目标;5，积极开拓准客户，建立和积累有效的忠诚客户群；展业服务：准客户登记、准客户跟踪、业务咨询等;发现客户的需求，对客户的需求进行引导；任职条件：1，金融业、房产销售行业等行业背景工作经验者优先；2，性格稳重、处事稳健、风险意识强；3，具有良好的沟通交流能力和人际关系协调能力及服务意识；4，专科以上学历（优秀者可放宽）；福利待遇：1，综合薪资：20000-100000元/月底薪：4000元/月社保类型：五险一金提成方式：按利润提成·收佣提成40%奖金补贴：1，绩效奖金·全勤奖·年终奖 2，优秀员工每年国内国外游；3，每年员工体检；4，专业内外训及拓展；",上海黄浦区中华保险华盛大厦9楼
深圳福融盛信息咨询有限公司,金融产品经理,30-60K,大专,"薪资详情薪资收入：30000-60000元/月合伙人提成方式：按单提成，多劳多得！公司收到佣金，每月准时发放提成。奖金补贴：年终奖?缋效奖金? 全勤奖?工龄奖我们的行业优势：1、深圳最大规模的金融经纪公司，2000多人团队，19家分公司，月放款量超20亿！2、渠道过硬，深圳190%以上的银行都有合作，四大行战略合作！3、高佣金，公司提成72%干货拿到手，行业最高！4、周未双休＋季度旅游＋各种奖金＋晋升机会。5、晋升空间大，公司计划今年到明年再开5家分公司。6、学习方式多样性，早间早会分享，午间新人培训，晚间专业直播课，让你快速成长。7、团队成员关系都非常融洽，有凝聚力，有方向，互帮互助，共同进步。8、企业核心价值观：诚信为本、务实敢为、追求极致、合作共赢。9、我们的使命：让普惠金融更简单。10、我们的愿景：打造普惠金融卓越平台，成为行业领跑者。合伙人要求:1、勤奋学习付出者2、心态稳定，适应能力强，能独立处理事务3、敢于挑战自我，挑战高薪，薪资无上限4、珍惜时间，学习力强，学无止境5、做事肯坚持，有耐心，有意志力6、人均月收入3~8万，上不封顶。有相关业务经验和高端人脉资源者优先录取!7、拥有较强的沟通能力，人脉广，最好从事过金融贷款电销、酒店VIP客户管理、房地产销售、保险业务等行业!岗位职责:1、寻找意向客户2、协助客户完成整个融资流程3、跟银行沟通细节4、全流程服务客户5、服从公司规章制度6、商务谈判公司主做银行个贷抵押、信贷，大额对公业务咨询服务。愿志同道合的小伙伴共同致富共谋幸福!金诺金融深圳南山总部福融盛咨询有限公司地点:深圳市南山区南光路130号阳光华艺大厦A座21H做大单，收标佣，买深房,开豪车！薪资详情薪资范围：30000-60000元/月提成方式：按单提成；多劳多得奖金补贴：年终奖，绩效奖金，全勤奖，工龄奖本人亲自带，欢迎你加入销冠团队",深圳南山区阳光华艺大厦A座21GH
广州如火信息科技有限公司,投融资合伙人,80-100K,大专,"岗位职责：1.依据公司战略目标，负责融资方案的设计；2.根据公司发展需要，寻找融资资源与渠道，完善融资商业计划书3. 目前计划启动小A轮融资，有本地生活及平台经验优先；4. 务必有天使轮融资经验，对接创投，天使VC, 布局基金，高净值客户，大型企业投资机构等5.建立与金融机构、投资机构、中介机构、合作伙伴等良好的沟通关系任职条件：1. 具有足够的实力，有天使轮融资资源，融资目标1000W+2.有创业激情与梦想公司计划3年IPO，期权，奖金都已准备好，期待高手加入。",广州黄埔区广州绿地中央广场E栋32楼
珠海今日要点网络科技有限公司,乡村振兴CEO,80-110K,大专,"岗位职责：1.全面主持公司乡村振兴板块日常管理工作，对经营目标及结果负责；2.负责完成各方面资源对接，确保课程实施顺利执行；3.负责做好课程期间服务工作及后续对接业务开发工作；4,组建及管理事业部团队，并带领团队完成年度工作指标。任职要求：1.本科及以上学历，50岁以下，40-45岁左右佳，有责任心，有创业心态，有拼搏精神；2.政治敏感度高，了解时事政治，正义正气，情商高、善于沟通交流；3.有渠道合作，项目拓展经验，了解三农领域及县域经济者优先。",北京朝阳区国维大厦整栋10101
贵州云曼美业服务有限公司,高级合伙人,30-60K,大专,1、成为公司股东合伙人。2、具备一定的市场资源。3、个人能力突出，有一定的管理能力。,贵阳南明区花果园M区中环广场M2栋3715
浙江齐聚科技有限公司北京分公司,社交负责人,40-60K,大专,岗位职责：1、全面负责公司社交业务，统筹管理社交产品、运营、研发团队；2、对产品营收、各项数据负责；3、持续研究国内社交场景模式，为用户提供优质社交体验；4、持续关注行业及市场动态，并及时调整产品、运营策略。要求：1.5年以上社交/直播/社区类产品规划或运营经验；2.3年以上团队管理经验；3.了解社交产品市场。,北京东城区中关村雍和航星科技园3号楼
"
牧禾农产品有限公司
",总经理/副总（生鲜农产品配送）,35-65K·15薪,大专,岗位职责：1、根据集团公司发展战略，负责公司全盘管理，完成年度经营目标。2、定期收集相关行业政策、分析同行业发展趋势，为公司重大决策提供信息支持，制定集团发展计划，开发所在地市场，建立及维护销售渠道，重点客户。3、负责集团人才梯队建设，并逐年提升各团队成员的综合素质和专业水平。4、负责建立健全各项经营及风险控制策略，完善公司内部组织管理、业务流程和组织架构，体系建设的能力，采取有效的防控措施，确保收益。5、负责公司费用管控，制定合理有效的管理机制，对集团的经营成果负责。任职要求：1、年龄40岁以下，操盘非制造业年产值过3亿以上企业；2、具备现代化企业管理思维，对企业数字化、信息化建设能力强3、本科及以上学历，市场营销、工商管理相关专业优先，8年以上食品相关从业经验，有餐饮、零售、食品供应链大型/知名集团背景或上市公司高层管理（总经理/总裁管理岗位）实战经验优先考虑；4、具备优秀领导力、分析问题与解决问题能力、决策能力、沟通能力以及生鲜行业战略眼光；5、有政府、大型商会、知名企业/上市公司等资源。,深圳龙岗区牧禾科技产业园B栋3楼
北京白龙马云行科技有限公司,Java技术专家,30-60K·15薪,大专,岗位描述1. 负责网约?交易链路上日订单亿级别的系统优化和维护。2. 参与项目的需求评审和分析，设计相关技术方案。3. 负责项目的落地过程中对内外参与方的横向节奏拉齐，?险预知和解决。4. 指导开发工程师的日常开发工作，解决开发中的技术问题；5. 负责交易核心系统的架构演进方案设计和落地。4. 负责大并发场景下的系统稳定性问题落地。岗位要求：1. 至少5年以上Java互联网开发经验。2. 具备不错的沟通能力和协调能力以及抽象能力。3. 精通Java及Web应用的开发，深入了解spring，mybatis，cache，rpc，jvm等机制与代码4. 精通SQL，熟悉innodb引擎，有一定的SQL优化能力；5. 熟悉分布式系统的设计和应用，理解分布式、缓存、消息等机制；6. 有过交易链路核心系统的高并发场景维护经验，具备在线服务的保障能力。7. 对elasticsearch有大规模集群维护经验者优先。,北京朝阳区望京国际研发园H座
物泊科技有限公司,Java架构师,30-60K·14薪,大专,岗位职责：1、负责项目的需求分析、架构设计，完成概要设计文档、交付软件架构文档、重要技术解决方案文档；2、负责主导重大项目的架构设计和编码，主导技术难题攻关，主持和参与系统逻辑模型和物理模型设计并实现原型；3、负责JAVA技术发展、各类应用平台和开源框架收集与分析；4、参与产品的详细设计及核心代码的编写；5、负责评审开发人员的设计结果，为开发人员提供软件应用架构及设计方法培训；6、在项目中承担项目的技术负责人，确保需求实现的正确性，同时能够对系统的性能和安全提供全面的考虑以及解决方案，保证系统的安全、稳定、高效运行。岗位要求：1、软件工程/计算机/电子/通信等相关专业本科及以上学历，至少五年以上相关工作经验；2、基于JAVA平台，至少两年以上大规模高并发访问的互联网应用架构设计和开发经验；3、对各种开源的框架如Spring、Struts、MyBatis等有深入的了解，读过源代码，深入理解其设计思想，并能灵活运用；4、对网站架构应用、服务器、网络通讯、数据库具有整体的视野和掌握，具备整体性和系统性的架构思路；5、良好的产品架构能力和技术架构能力，丰富的产品架构经验和网站服务架构经验，有适当技术前瞻性；6、了解钢铁行业优先考虑。,上海浦东新区锦绣申江金桥华虹创新园16号
北京雪云锐创科技有限公司,高级开发/前端专家,40-70K·15薪,大专,"【即时设计】是一款专业的在线 UI 设计工具（对标 Figma），是一个【极其复杂】的网页云应用，是目前互联网前端领域中【最具挑战】的产品之一，需要用到【最新的技术】和【极强的逻辑分析能力】。公司产品技术导向，氛围轻松活泼，创始人技术出身，团队【技术氛围浓厚】，我们是有技术信仰滴~【划重点】公司前端技术大牛-公司的CEO亲自带队，来和前端大咖密切配合大展身手吧~~1. 主导即时设计主站业务的前端研发，能产出高质量的代码；2.持续推进团队工具链、基础设施的升级，打造业界领先的前端工程架构，支撑产品的快速迭代；3.探索和尝试 PWA, WebAssembly等前沿技术提升产品体验；4.持续思考提升工程质量的方式，比如 TypeScript、Code Review 等；5.钻研前沿技术和创新交互，增强用户体验、开拓前端能力边界;6.参与梯队建设，帮助其他前端工程师成长。岗位要求：1. 三年以上前端开发经验，有复杂的前端交互项目经历;2. 基础扎实，关注 Web 技术发展，了解浏览器内核渲染机制；3. 精通并不限于React、Redux，对数据驱动视图有深入认识;有Typescript实战经验；5. 拥有较强的业务抽象和 UI 建模能力，有架构过大型互联网项目经验者优先；6. 较强的逻辑思维和沟通能力，有良好的团队合作意识，有项目管理及团队管理经验者优先；7.良好的代码风格，对技术有强烈的进取心，具有良好的沟通能力和团队合作精神、优秀的分析问题和解决问题的能力。",北京朝阳区金泰国益大厦1503室
佳木斯小满网络科技有限公司,前端开发,200-260K,大专,小满网络科技公司商务经理跟进维护国内和海外客户(公司提供)分析客户需求，输出需求文档，制作项目方案深度理解客户需求完成项目的跟进与签订深入了解行业发展趋势及市场动态，长期跟踪项目发展，与客户建立长久有效的客情关系，确保客户服务的可持续性按计划完成团队月度/季度/年度销售目标岗位要求大专及以上学历，市场营销、电子商务或计算机等专业优先一年以上互联网销售工作经验;组织、沟通、表达、团队协作能力强创业心态、积极乐观、有自驱力，抗压能力强、学习能力强 前端开发工程师1.根据原型和UI进行web端和移动端页面开发。2.负责前端性能优化改，进用户体验。3.按要求进行页面优化测试优化。4.完成公司安排的其他工作岗位要求1.熟练掌握javascript jquery熟悉Div CSS布局2.熟练使用Aiax、Json等进行前后端数据交互。3.熟练使用wue、uni-app等前端框架。4.熟悉MVC、MVVM等前端开发模型。5.了解HTTPHTTPS等网络协议。JAVA开发工程师1.参与核心系统的API设计、研发工作，提升产品稳定性；2.有良好的拆解需求、分析问题能力；3.参与已有系统的维护、升级工作；4.态度积极向上，有一定自驱能力、抗压能力；5.良好的沟通协作能力，积极融入团队，分享阳光岗位要求1.2~3年及以上Web Java开发经验，能独立完成公司的开发项目；2.java基础扎实，熟悉多线程编程、网络编程，对各种开源框架如sping/SpringMVC/Mybatis/dubbo/springboot/mybatisplus了解以及使用；3.熟悉Linux环境以及操作，Git的使用熟悉TomcatApacheNginx等开源服务器；PHP开发工程师1.参与核心系统的API设计、研发工作，提升产品稳定性；2.有良好的拆解需求、分析问题能力；3.参与已有系统的维护、升级工作；4.态度积极向上，有一定自驱能力、抗压能力；5.良好的沟通协作能力，积极融入团队，分享阳光岗位要求1.3年及以.上PHP研发经验，具备面向对象思想，对常用设计模式具有-定的理解和应用能力；2.熟悉LNMP环境的使用，Nginx/PHP-FPM的配置、调试、排错、优化、部署等；3.熟悉MySQL数据库开发及常用优化方法；4.熟悉Redis，了解其它Nosq|技术；5.熟悉Linux常用命令、具备Shel脚本编写能力；,佳木斯向阳区志兴小区光大9号楼5号
