公司名称,职位名称,薪资,学历要求,职位描述,
湖北朋悦科技集团有限公司,（实习生）前端工程师,2-3K,大专,"1、计算机相关专业;2、熟练掌握HTML 5, CSS3，ES6等Web前端技术，对Web标准化开发，浏览器兼容有丰富经验;3、熟练使用微信开发者工具，有uniapp混合开发经验者优先;4、熟练在项目中运用Elementui，Uview，Vant等主流UI框架实现页面要求;5、扎实的JavaScript基础，熟练使用Jquery，Bootstrap，VueJS框架并能与后端开发人员一起编写AJAX交互程序;6、有丰富的NodeJS、 VueJS实际项目开发经验，能够独立完成前端框架搭建和核心代码的编写;7、具备较强的逻辑思维能力、沟通能力、团队协作能力，有责任心和进取心，认同公司及团队文化。目前不在武汉的，请勿投递。",武汉蔡甸区启迪协信武汉科创园4A栋302
先之（杭州）教育科技有限公司,前端开发工程师(实习生),2-3K,大专,岗位内容：1、负责公司产品开发和维护；2、根据产品需求完成模块设计、编码、自测工作3、按照项目计划，遵循公司相关流程按时提交高质量代码，完成开发任务；4、对产品进行性能优化，确保优质的用户体验；5、与产品、项目经理、测试部门沟通保证产品的质量和开发进度；6、确保高还原度的完成项目开发，并且有主动意识提出产品体验改进建议;7、完成领导交代的其他任务；岗位要求：1、计算机相关专业，在校/应届本科及以上；2、熟悉HTML、CSS、JavaScript等前端技术，具有良好的前端开发基础；3、了解React、Vue框架优先;4、能熟练使用git代码管理；5、自我管理能力良好，具备较高目标导向和团队合作精神，有快速学习能力，擅长沟通；6.日薪120-150元/天    每周工作3天以上。,杭州西湖区西溪科创园9幢9楼
广西依客科技有限公司,WEB前端开发工程师实习岗,2-4K,大专,1. 参与公司各类项目的web前端、移动前端开发。 2. 与后端、UI、产品、测试紧密配合，高质量完成产品研发与升级迭代工作。 3. 有意识的优化代码、完善功能，保证高质量的产品展示与使用体验。2. 熟悉 HTML5、JS、AJAX、CSS等前端相关技术。 3. 熟悉任一前端框架 Vue/React/Angular。 4. 熟练使用 ant-design、element-ui、vant 等前端 UI 框架。 5. 熟悉各种 Web 标准。,南宁兴宁区广西南宁慧灏创业孵化器有限公司同和华彩美地E区综合楼三楼3F-A-019室
安庆市宾利知识产权运营管理有限公司,专利工程师,2-3K,大专,工作内容：专利编写、挖掘、分析。岗位要求：大专以上学历，乐观向上、有责任心、团队意识强。薪资：试用期1个月2000+年终奖工作时间：上午8：00-12：00，下午14：00-18：00公司福利：法定节假正常休、每年团建旅游、年终带薪休假。,安庆宜秀区安庆市筑梦新区筑梦新区
江西莫比乌斯科技有限公司,前端开发实习生,2-4K,大专,【岗位职责】 1、负责WEB前端页面的开发和实现； 2、负责实现PC和移动端页面各类交互效果、动画和特效； 3、产品前端界面的优化； 4、与后台开发人员相互配合完成项目。 【岗位要求】 1、统招专科或以上学历，计算机相关专业优先； 2、熟练掌握HTML5，CSS3，JavaScript， 熟悉ES6； 3、熟练掌握前端常见技术栈（Vue、uni-app、less/scss、iview、Antd等） 4、熟悉nodeJS，了解webpack/gulp等前端构建工具； 5、注重代码质量，写可读性、可维护性高的代码； 6、有优秀的学习能力、主动、认真、负责、能够按时完成安排的任务； 7、善于和团队合作伙伴进行沟通，发现问题，解决问题。,南昌南昌县航天科创广场B栋1914
吉奥时空信息技术股份有限公司,初级web前端工程师,2-4K,大专,web前端开发职位描述：1负责完成项目需求确认，以及确认编码工作和自测工作；2能主动索要项目工作，减少被动安排工作；3能熟悉参与项目整体系统演示以及系统流程；任职资格：    1、了解JavaScript/HTML5/CSS3等前端开发技术；2、愿意学习，肯主动学习。3、了解JavaScript/HTML5/CSS3在各种手机分辨率上的兼容和性能优化；4、了解HTML5特性，了解HTML5最新规范，能够熟练运用HTML5特性构建移动端的 WebApp；5、善于使用前端的调试工具和自动化工具，熟练手写代码；6、具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力、能承受一定的工作压力;7、性格开朗，积极主动，有责任心，良好沟通能力，具备良好团队合作精神；,武汉洪山区武大园一路武大吉奥
北京熵比特科技有限公司,web前端～兼职、远程办公,2-4K,大专,招聘web前端开发工程师-兼职（远程办公）上班时间:晚上8点～11点报酬：200元要求：经验：1年以上。学历：大专以上、计算机专业优先。技能：1、精通HTML（H5）、JS、Ajax技术2、精通Vue、有使用小程序开发框架（uni-app）经验3、会PHP编程者优先,北京丰台区永乐文智园永乐文智园A1幢1019
重庆夸米网络科技有限公司,前端开发/网页制作,2-3K,大专,岗位职责：1、负责客户PC企业网站的前端制作；2、负责客户手机企业网站的前端制作；3、负责客户响应式网站的前端制作。任职资格：1、熟练掌握HTML CSS JS JQ等前端语言；2、熟练掌握Bootstrap响应式框架；工作时间： 8:30-12:00 13:30-18:00福利待遇：1、生活补助、部门基金、个人奖金；2、完善的福利待遇，带薪休假；3、周末单双休轮休，法定节假日；4、发放节日福利与生日礼品。5、定期聚餐和旅游欢迎来我司面试咨询，期待你的加入！,开封鼓楼区鼓楼区新天地15号楼2层A14
山东翔卡电子商务有限公司,Web前端开发（应届）,2-3K,大专,"职责描述：1.参与软件开发的需求调研、分析及设计工作；2.按照公司的产品需求完成前端页面的编码及用户体验优化工作；3.负责按照公司的软件开发规范编写相关项目技术文档；4.配合项目经理或开发经理执行开发过程的技术管理工作。该岗位为实习生岗位，只收应届毕业生。任职要求：1、精通DIV/CSS，熟练手写标准CSS样式表，能快速地把效果图转化为HTML；2、熟练Javascript，能够独立开发JS模块 ,熟悉常用的JavaScript框架、类库，如jQuery、EXT JS、AngularJS等；3、熟悉页面架构和布局，对WEB标准和标签语义化有深入理解，如有HTML5或hybrid相关经验更佳；4、熟悉多浏览器兼容性的解决方法；",济宁任城区谢营科技大厦
太原言必行科技有限责任公司,初级硬件工程师,1-4K,大专,1.完成简单程序开发2.学习硬件电路焊接3.学习电路设计4.学习pcb电路焊接5.带你做硬件开发项目,太原尖草坪区龙湾写意2号楼1单元1301
天津联筑建筑科技有限公司,bim助理工程师,2-6K,大专,岗位职责：1负责创建土建专业、机电BIM模型，基于设计院二维图纸创建三维模型2 剪辑宣传片3负责项目BIM建设族库的构建模型建立，完善构建库的更新与维护4负责对设计图纸进行深化校核5完成上级领导安排的其他工作任职要求：1.专科学历，bim相关专业优先；2.具有良好的专业素质，各软件熟练使用；3.具有良好的沟通能力，稳定性强。薪酬待遇：实习工资2200，五险。 三个月转正后4500。再6个月工资达到6500，有年终奖。负责人工资8k，有年终奖。正式员工有加班工资，其实正式员工也很少加班(因为经过我们这6个月工作，都很明白，就少加班)实习阶段加班是肯定的，这个阶段你主要是学习，因为自己什么都不会，这个就不要谈了每年报销三次回家来回的路费。如果驻场公司提供吃住，如果不驻场自己承担吃住。培训福利：针对新员工有完整的培训资料，培训流程。主要包括软件使用、专业知识、剪辑、咨询工作开展方法。我们培训做的还是挺有把握。不管你有没有经验，都需要不断学习，听招呼。天津联筑建筑科技有限公司，成立于2019年，长期从事施工总包单位超大型项目BIM、信息化工作。团队专业人员配置齐全，主要从事市政道路、高铁站房、商业综合体BIM信息化实施工作，提供专业化驻场实施服务。目前驻场项目城市：武汉、西安、重庆、雄安、天津。主营业务：全专业模型制作、BIM深化设计、VDC+IPD项目实施、倾斜摄影、VR虚拟仿真建设、全过程BIM咨询、轻量化图形平台研发等工作。先后参与负责50余个项目实施，培训工作。公司主要从事工程信息化实施，大部分的项目都是在京津冀、成都、南宁、西安、武汉。个人有需求可以申请人员地域轮换，望周知。由于这个行业的特点都是结果为导向、目标为导向，我们更看重最后的结果，不太看重过程的辛劳。更看重最后的收益不看重过程的困难。所以新加入的你要做好准备，公司可能不会时刻照顾你的情绪，需要你变得强大，脱去稚嫩、脱去胆怯，勇敢的对待工作、对待生活，当然您有什么问题也可以单独联系领导，我们会尽可能沟通解决问题。,重庆南岸区中铁建设集团有限公司公司重庆东站项目经理部牡丹路26号
内蒙古安洛凯工程技术咨询有限公司,节能工程师,2-7K,大专,工作内容：编制能评报告、可行性研究报告，节能验收报告，水土保持方案、水资源论证，与企业级政府对接项目，办公室的清洁。岗位要求：对接项目态度要端正，听从领导的工作安排，有C1驾驶证者优先考虑。,包头昆都仑区万号国际写字楼1211
北京睿智皓天微电子科技有限公司,嵌入式研发工程师,2-7K,大专,工作职责1、负责人机界面交互编程；2、负责485/232/BLE/4G/LAN接口数据采集；3、各种协议读取，解析，转换；4、负责各种控件的学习培训资料整理；任职要求：1、计算机、电子相关专业；2、熟悉C、C+编程语言；3、爱学习，爱专研，思路清晰；4、熟悉数据结构、会简单的图形处理软件；5、大专、大专以上学历，工作踏实，不怕工作中困难。,成都武侯区佳年华·时代晶座3栋302
